block_group,wui_flag,poverty_percent_below_1_rank,civ_labor_force_unemployed_percent_2_rank,median_hh_income_3_rank,directional_median_hh_income_3_rank,wfsvi,percent_qualify,COES_DIC,J40,reduced_match_qualify
080140311022,1,0.33,0,0.32,0.68,0.41,0.294,FALSE,0,Not Qualifying
080140311031,1,0.45,0.34,0.67,0.33,0.09,0,FALSE,0,Not Qualifying
080140311041,1,0.41,0.61,0.56,0.44,0.22,0,FALSE,0,Not Qualifying
080140312011,1,0.81,0,0.35,0.65,0.62,0.259,FALSE,0,Not Qualifying
080140312012,1,0.74,0.32,0.47,0.53,0.3,0.001,FALSE,0,Not Qualifying
080140312021,1,0,0.28,0.71,0.29,0.29,0.005,FALSE,0,Not Qualifying
080140312022,1,0.1,0.25,0.63,0.37,0.03,0,FALSE,0,Not Qualifying
080140313001,1,0.2,0.26,0.96,0.04,0.29,0,FALSE,0,Not Qualifying
080140313002,1,0,0,0.96,0.04,0.01,0,FALSE,0,Not Qualifying
080140314011,1,0.22,0,0.25,0.75,0,0,FALSE,0,Not Qualifying
080140314012,1,0.34,0.94,0.81,0.19,0.11,0,FALSE,0,Not Qualifying
080140314021,1,0.45,0.74,0.93,0.07,0.74,0.001,FALSE,0,Not Qualifying
080140314031,1,0,0.36,0.99,0.01,0.26,0,FALSE,0,Not Qualifying
080140314032,1,0.1,0,0.99,0.01,0.16,0,FALSE,0,Not Qualifying
080140314033,1,0.47,0.85,0.96,0.04,0.64,0.004,FALSE,0,Not Qualifying
080150001001,1,0.67,0.82,0.24,0.76,0.89,0.322,TRUE,1,Qualifying
080150001002,1,0.79,0,0.15,0.85,0.68,0.111,TRUE,1,Qualifying
080150001003,1,0.85,0,0.04,0.96,0.81,0.725,TRUE,1,Qualifying
080150002001,1,0.92,0.46,0.32,0.68,0.76,0.366,FALSE,0,Qualifying
080150002002,1,0.74,0.64,0.53,0.47,0.65,0.11,FALSE,0,Not Qualifying
080150002003,1,0.76,0,0.29,0.71,0.25,0.06,FALSE,0,Not Qualifying
080150003001,1,0.24,0.3,0.21,0.79,0.06,0.014,FALSE,0,Not Qualifying
080150003002,1,0.16,0.31,0.56,0.44,0.08,0.034,FALSE,0,Not Qualifying
080150003003,1,0.65,0.22,0.25,0.75,0.27,0.006,FALSE,0,Not Qualifying
080150004021,1,0.57,0.55,0.19,0.81,0.88,0.467,FALSE,0,Qualifying
080150004022,1,0.5,0.51,0.39,0.61,0.09,0.063,FALSE,0,Not Qualifying
080150004031,1,0.37,0.95,0.57,0.43,0.19,0.532,TRUE,0,Qualifying
080150004032,1,0.51,0.45,0.54,0.46,0.59,0.103,FALSE,0,Not Qualifying
080150004041,1,0.62,1,0.2,0.8,0.64,0.577,FALSE,0,Not Qualifying
080150004042,1,0.9,0,0.01,0.99,0.75,0.13,FALSE,0,Not Qualifying
080179606001,1,0.76,0.6,0.38,0.62,0.64,0.08,FALSE,0,Not Qualifying
080179606002,1,0.6,0.23,0.2,0.8,0.57,0.041,FALSE,0,Not Qualifying
080190147011,1,0.15,0.59,0.86,0.14,0.05,0,FALSE,0,Not Qualifying
080190147012,1,0.35,0.28,0.88,0.12,0.14,0.002,FALSE,0,Not Qualifying
080190147021,1,0.17,0.76,0.42,0.58,0.38,0.831,FALSE,0,Not Qualifying
080190147022,1,0,0.84,0.24,0.76,0.3,0.059,FALSE,0,Not Qualifying
080190147023,1,0.27,0.64,0.83,0.17,0.29,0.003,FALSE,0,Not Qualifying
080190148001,1,0.68,0.76,0.35,0.65,0.6,0.023,TRUE,1,Qualifying
080190149001,1,0.75,0.85,0.18,0.82,0.65,0.127,FALSE,0,Not Qualifying
080190149002,1,0.65,0.24,0.17,0.83,0.72,0.121,FALSE,0,Not Qualifying
080190149003,1,0,0,0.66,0.34,0.4,0.659,FALSE,0,Not Qualifying
080190149004,1,0,0,0.19,0.81,0.11,0.051,FALSE,0,Not Qualifying
080219748001,1,0.79,0.31,0.1,0.9,0.83,0.581,TRUE,1,Qualifying
080219748002,1,0.91,0.92,0.03,0.97,0.96,1,TRUE,1,Qualifying
080219749001,1,0.41,0.73,0.13,0.87,0.84,0.462,TRUE,1,Qualifying
080219749002,1,0.88,0.86,0.08,0.92,0.94,0.909,TRUE,1,Qualifying
080219749003,1,0.32,0,0.09,0.91,0.67,0.362,TRUE,1,Qualifying
080219749004,1,0.8,0.93,0.07,0.93,0.94,0.905,TRUE,1,Qualifying
080239726001,1,0.94,0.84,0.06,0.94,0.97,0.987,TRUE,1,Qualifying
080239726002,1,0.86,0.77,0.03,0.97,0.94,0.883,TRUE,1,Qualifying
080239727001,1,0.93,0.51,0.01,0.99,0.97,0.996,TRUE,1,Qualifying
080239727002,1,0.68,0.78,0.03,0.97,0.95,0.935,TRUE,1,Qualifying
080259696011,1,0.94,0.71,0.07,0.93,0.87,0.71,TRUE,1,Qualifying
080259696012,1,0.9,0.56,0.03,0.97,0.89,0.978,TRUE,1,Qualifying
080259696021,1,0.91,0.32,0.06,0.94,0.91,0.815,TRUE,1,Qualifying
080259696022,1,0.86,0.88,0.06,0.94,0.91,0.916,TRUE,1,Qualifying
080279701011,1,0.15,0,0.26,0.74,0.41,0.056,TRUE,1,Qualifying
080279701012,1,0.55,0,0.17,0.83,0.44,0.12,TRUE,1,Qualifying
080279701013,1,0,0.73,0.3,0.7,0.05,0.265,TRUE,1,Qualifying
080279701014,1,0.79,0.76,0.11,0.89,0.67,0.352,TRUE,1,Qualifying
080279701021,1,0.29,0.57,0.32,0.68,0.54,0.336,TRUE,1,Qualifying
080279701022,1,0.6,0.79,0.41,0.59,0.63,0.056,TRUE,1,Qualifying
080279701023,1,0.68,0.75,0.07,0.93,0.53,0.182,TRUE,1,Qualifying
080299646001,1,0.59,0.3,0.42,0.58,0.5,0.18,FALSE,0,Not Qualifying
080299646002,1,0.77,0.84,0.09,0.91,0.77,0.395,FALSE,0,Qualifying
080299646003,1,0.38,0.74,0.35,0.65,0.52,0.153,FALSE,0,Not Qualifying
080299646004,1,0.74,0,0.49,0.51,0.39,0.016,FALSE,0,Not Qualifying
080299647001,1,0.94,0.56,0.16,0.84,0.86,0.518,FALSE,0,Qualifying
080299647002,1,0.62,0,0.33,0.67,0.42,0.161,FALSE,0,Not Qualifying
080299647003,1,0.41,0.77,0.45,0.55,0.36,0.032,FALSE,0,Not Qualifying
080299648001,1,0.88,0.63,0.07,0.93,0.88,0.837,TRUE,1,Qualifying
080299648002,1,0.51,0,0.29,0.71,0.42,0.428,TRUE,1,Qualifying
080299648003,1,0.82,0.44,0.09,0.91,0.97,1,TRUE,1,Qualifying
080299648004,1,0.84,0.49,0.12,0.88,0.82,0.446,TRUE,1,Qualifying
080299649001,1,0.85,0.39,0.17,0.83,0.87,0.245,TRUE,1,Qualifying
080299649002,1,0.85,0,0.13,0.87,0.77,0.658,TRUE,1,Qualifying
080299649003,1,0.78,0.48,0.28,0.72,0.8,0.59,TRUE,1,Qualifying
080299650011,1,0.57,0.23,0.11,0.89,0.69,0.744,TRUE,1,Qualifying
080299650012,1,0.44,0.52,0.29,0.71,0.65,0.293,TRUE,1,Qualifying
080299650013,1,0.92,0.35,0.2,0.8,0.85,0.624,TRUE,1,Qualifying
080299650021,1,0.54,0.45,0.06,0.94,0.45,0.212,TRUE,1,Qualifying
080299650022,1,0.78,0.27,0.46,0.54,0.37,0.147,TRUE,1,Qualifying
080299651001,1,0.92,0.98,0.03,0.97,1,0.975,TRUE,1,Qualifying
080299651002,1,0.72,0.65,0.08,0.92,0.71,0.246,TRUE,1,Qualifying
080299651003,1,0.52,0.28,0.55,0.45,0.34,0.071,TRUE,1,Qualifying
080299652011,1,0.78,0.87,0.08,0.92,0.74,0.189,TRUE,1,Qualifying
080299652012,1,0.95,0.95,0.03,0.97,0.79,0.716,TRUE,1,Qualifying
080299652021,1,0.7,0.71,0.31,0.69,0.4,0.108,TRUE,1,Qualifying
080299652022,1,0.58,0,0.19,0.81,0.72,0.879,TRUE,1,Qualifying
080310001021,1,0.21,0.3,0.88,0.12,0.56,0.051,FALSE,0,Not Qualifying
080310001022,1,0.57,0.85,0.68,0.32,0.35,0.008,FALSE,0,Not Qualifying
080310001023,1,0.49,0.95,0.88,0.12,0.62,0.144,FALSE,0,Not Qualifying
080310002011,1,0.88,0.78,0.06,0.94,0.87,0.36,TRUE,0,Qualifying
080310002023,1,0.24,0.78,0.58,0.42,0.6,0.137,TRUE,0,Qualifying
080310002024,1,0.59,0.35,0.87,0.13,0.38,0.039,TRUE,0,Qualifying
080310014011,1,0.98,0.7,0.02,0.98,0.97,0.983,TRUE,1,Qualifying
080310014021,1,0.99,0.96,0.21,0.79,0.94,0.941,TRUE,1,Qualifying
080310014022,1,0.8,0.32,0.47,0.53,0.84,0.731,TRUE,1,Qualifying
080310014033,1,0.73,0.6,0.51,0.49,0.72,0.351,TRUE,0,Qualifying
080310023003,1,0.8,0.36,0.83,0.17,0.56,0.054,FALSE,0,Not Qualifying
080310029021,1,0.48,0.56,0.89,0.11,0.17,0,FALSE,0,Not Qualifying
080310029022,1,0.25,0.53,0.92,0.08,0.36,0.003,FALSE,0,Not Qualifying
080310031011,1,0.59,0.39,0.67,0.33,0.33,0.003,TRUE,0,Qualifying
080310031021,1,0.8,0.49,0.29,0.7,0.74,0.518,TRUE,0,Qualifying
080310031023,1,0.94,0,0.19,0.81,0.4,0.06,TRUE,0,Qualifying
080310031024,1,0.47,0,0.94,0.06,0.35,0.162,TRUE,0,Qualifying
080310034021,1,0.37,0.58,0.99,0.01,0.62,0.012,FALSE,0,Not Qualifying
080310034023,1,0.17,0.33,0.98,0.02,0.14,0,FALSE,0,Not Qualifying
080310035011,1,0.98,0.81,0.25,0.75,0.98,0.997,TRUE,1,Qualifying
080310037011,1,0.82,0.23,0.79,0.21,0.42,0.003,FALSE,0,Not Qualifying
080310037012,1,0.59,0.27,0.46,0.54,0.27,0.08,FALSE,0,Not Qualifying
080310037013,1,0.24,0.53,0.53,0.47,0.37,0.013,FALSE,0,Not Qualifying
080310041013,1,0.9,0.4,0.68,0.32,0.8,0.045,TRUE,1,Qualifying
080310041014,1,0.76,0.6,0.26,0.74,0.9,0.665,TRUE,1,Qualifying
080310041021,1,0.98,0.97,0.28,0.72,0.94,0.971,TRUE,1,Qualifying
080310041034,1,0,0.62,0.99,0,0.48,0.153,FALSE,0,Not Qualifying
080310041084,1,0.58,0.81,0.78,0.22,0.55,0.032,FALSE,0,Not Qualifying
080310041092,1,0.17,0,0.96,0.04,0.36,0,FALSE,0,Not Qualifying
080310041093,1,0,0,0.96,0.04,0.63,0.092,FALSE,0,Not Qualifying
080310041101,1,0.62,1,0.94,0.06,0.82,0.354,FALSE,0,Qualifying
080310041102,1,0.32,0.68,0.97,0.03,0.52,0,FALSE,0,Not Qualifying
080310041111,1,0.62,0.26,0.95,0.05,0.44,0,FALSE,0,Not Qualifying
080310042014,1,0.63,0.75,0.58,0.42,0.46,0.267,FALSE,0,Not Qualifying
080310042015,1,0,0.62,0.99,0,0.14,0.017,FALSE,0,Not Qualifying
080310042016,1,0.08,0.8,0.89,0.11,0.55,0.034,FALSE,0,Not Qualifying
080310044042,1,0.87,0.97,0.26,0.74,0.95,0.992,TRUE,1,Qualifying
080310044061,1,0.1,0.88,0.98,0.02,0.52,0,FALSE,0,Not Qualifying
080310044062,1,0.26,0,0.1,0.9,0.26,0.028,FALSE,0,Not Qualifying
080310044071,1,0.29,0.42,0.96,0.04,0.18,0.004,FALSE,0,Not Qualifying
080310044072,1,0.88,0.79,0.5,0.5,0.83,0.305,FALSE,0,Qualifying
080310044073,1,0.63,0.31,0.6,0.4,0.68,0.28,TRUE,0,Qualifying
080310048013,1,0.43,0,0.57,0.43,0.6,0.219,TRUE,0,Qualifying
080310055021,1,0.8,0.44,0.63,0.37,0.58,0.003,TRUE,0,Qualifying
080310055032,1,0.91,0.51,0.43,0.57,0.65,0.238,TRUE,0,Qualifying
080310055033,1,0.19,0.23,0.85,0.15,0.23,0.012,TRUE,0,Qualifying
080310068102,1,0.73,0.43,0.28,0.72,0.71,0.033,TRUE,0,Qualifying
080310068121,1,0.12,0,0.5,0.5,0.2,0,FALSE,0,Not Qualifying
080310068122,1,0.41,0.91,0.27,0.73,0.61,0.06,FALSE,0,Not Qualifying
080310068171,1,0.09,0,0.9,0.1,0.23,0,FALSE,0,Not Qualifying
080310069022,1,0.82,0.31,0.49,0.51,0.57,0.032,TRUE,0,Qualifying
080310069031,1,0.71,0.63,0.21,0.79,0.73,0.257,TRUE,0,Qualifying
080310069032,1,0,0.93,0.33,0.67,0.5,0.738,TRUE,0,Qualifying
080310070061,1,0.36,0.36,0.28,0.72,0.91,0.676,TRUE,1,Qualifying
080310070062,1,0.71,0.58,0.08,0.92,0.92,0.675,TRUE,1,Qualifying
080310070371,1,0.84,0.82,0.2,0.8,0.84,0.866,TRUE,1,Qualifying
080310070372,1,0.9,0.4,0.1,0.9,0.77,0.877,TRUE,1,Qualifying
080310070881,1,0.78,0.61,0.64,0.36,0.85,0.661,TRUE,0,Qualifying
080310070882,1,0.4,0.44,0.26,0.74,0.77,0.639,TRUE,0,Qualifying
080310070883,1,0.63,0,0.4,0.6,0.31,0.055,TRUE,0,Qualifying
080310070884,1,0.66,0.84,0.13,0.87,0.92,0.831,TRUE,0,Qualifying
080310070901,1,0.71,0.5,0.16,0.84,0.85,0.22,TRUE,1,Qualifying
080310070911,1,0.95,0,0.02,0.98,0.45,0.301,TRUE,1,Qualifying
080310070912,1,0.82,0.9,0.06,0.94,0.73,0.252,TRUE,1,Qualifying
080310070913,1,0.75,0,0.21,0.79,0.26,0.267,TRUE,1,Qualifying
080310083041,1,0.29,0.46,0.19,0.81,0.75,0.614,TRUE,1,Qualifying
080310083042,1,0.85,0.29,0.69,0.31,0.7,0.515,TRUE,1,Qualifying
080310083051,1,0.85,0.81,0.3,0.7,0.93,0.887,TRUE,1,Qualifying
080310083052,1,0.98,0.82,0.31,0.69,0.94,0.901,TRUE,1,Qualifying
080310083861,1,0.36,0.54,0.32,0.68,0.66,0.408,TRUE,1,Qualifying
080310083881,1,0.79,0,0.3,0.7,0.8,0.539,TRUE,0,Qualifying
080310083882,1,0,0.6,0.56,0.44,0.58,0.268,TRUE,0,Qualifying
080310083883,1,0.48,0.93,0.59,0.41,0.91,0.804,TRUE,0,Qualifying
080310083885,1,0.15,0.37,0.62,0.38,0.42,0.015,TRUE,0,Qualifying
080310083891,1,0.51,0.73,0.76,0.24,0.82,0.454,TRUE,0,Qualifying
080310083892,1,0.18,0.88,0.76,0.24,0.52,0.051,TRUE,0,Qualifying
080310083893,1,0.35,0.97,0.67,0.33,0.7,0.304,TRUE,0,Qualifying
080310083894,1,0,0.94,0.78,0.22,0.53,0.076,TRUE,0,Qualifying
080310083895,1,0.53,0.71,0.46,0.54,0.65,0.189,TRUE,0,Qualifying
080310083912,1,0.48,0.58,0.46,0.54,0.83,0.158,TRUE,0,Qualifying
080310119022,1,0.36,0.47,0.57,0.43,0.69,0.312,TRUE,0,Qualifying
080310119023,1,0.33,0.61,0.11,0.89,0.44,0.323,TRUE,0,Qualifying
080310119031,1,0.32,0.51,0.68,0.32,0.19,0.001,FALSE,0,Not Qualifying
080310119032,1,0.51,0.55,0.43,0.57,0.61,0.069,TRUE,0,Qualifying
080310120011,1,0.59,0.72,0.54,0.46,0.46,0.006,FALSE,0,Not Qualifying
080310120012,1,0.32,0.91,0.68,0.32,0.41,0.002,FALSE,0,Not Qualifying
080310120101,1,0,0,0.9,0.1,0.1,0,FALSE,0,Not Qualifying
080310120103,1,0.09,0.25,0.92,0.08,0.52,0.002,TRUE,0,Qualifying
080310120105,1,0.31,0.56,0.45,0.55,0.5,0.173,FALSE,0,Not Qualifying
080310120153,1,0.85,0.78,0.29,0.71,0.91,0.383,FALSE,0,Qualifying
080310154001,1,0.94,0.38,0.17,0.83,0.87,0.651,TRUE,0,Qualifying
080310154002,1,0.61,0.39,0.6,0.4,0.12,0.013,FALSE,0,Not Qualifying
080310154003,1,0.28,0.24,0.79,0.21,0.28,0.002,FALSE,0,Not Qualifying
080310154004,1,0.69,0.77,0.76,0.24,0.51,0.052,TRUE,0,Qualifying
080310154005,1,0,0,0.12,0.88,0.21,0.469,FALSE,0,Not Qualifying
080310156002,1,0.74,0.82,0.34,0.66,0.98,0.972,TRUE,1,Qualifying
080310157001,1,0.72,0,0.06,0.94,0.89,0.867,TRUE,0,Qualifying
080310157002,1,0.47,0,0.59,0.41,0.26,0.378,TRUE,0,Qualifying
080310157003,1,0.28,0,0.75,0.25,0.71,0.086,TRUE,0,Qualifying
080310157004,1,0.92,0.93,0.39,0.61,0.99,0.983,TRUE,0,Qualifying
080310158001,1,0.78,0.64,0.32,0.68,0.79,0.312,TRUE,0,Qualifying
080330001001,1,0.73,0.49,0.69,0.31,0.79,0.177,TRUE,1,Qualifying
080330001002,1,0.88,0.5,0.14,0.86,0.71,0.442,TRUE,1,Qualifying
080330001003,1,0.34,0,0.06,0.94,0.6,0.358,TRUE,1,Qualifying
080350139041,1,0.7,0.51,0.42,0.58,0.51,0.065,TRUE,0,Qualifying
080350139042,1,0.33,0.71,0.65,0.35,0.22,0.001,FALSE,0,Not Qualifying
080350139043,1,0.52,0.27,0.39,0.61,0.5,0.031,FALSE,0,Not Qualifying
080350139051,1,0.46,0.48,0.24,0.76,0.7,0.275,TRUE,0,Qualifying
080350139052,1,0.13,0.83,0.83,0.17,0.22,0,FALSE,0,Not Qualifying
080350139053,1,0,0.22,0.82,0.18,0.25,0.001,FALSE,0,Not Qualifying
080350139054,1,0.69,0.92,0.19,0.81,0.65,0.282,TRUE,0,Qualifying
080350139071,1,0.12,0.33,0.81,0.19,0.14,0,FALSE,0,Not Qualifying
080350139072,1,0.22,0.38,0.91,0.09,0.14,0,FALSE,0,Not Qualifying
080350139073,1,0.8,0.98,0.77,0.23,0.46,0.3,FALSE,0,Not Qualifying
080350139074,1,0.57,0,0.53,0.47,0.43,0.005,FALSE,0,Not Qualifying
080350139091,1,0.18,0.28,0.77,0.23,0.09,0,FALSE,0,Not Qualifying
080350139092,1,0.27,0.46,0.88,0.12,0.15,0,FALSE,0,Not Qualifying
080350139093,1,0.46,0.96,0.83,0.17,0.49,0.1,FALSE,0,Not Qualifying
080350139101,1,0.09,0.81,0.96,0.04,0.08,0,FALSE,0,Not Qualifying
080350139102,1,0,0,0.93,0.07,0.08,0,FALSE,0,Not Qualifying
080350139103,1,0.14,0.77,0.91,0.09,0.09,0.001,FALSE,0,Not Qualifying
080350139111,1,0,0.5,0.95,0.05,0.43,0.014,FALSE,0,Not Qualifying
080350139112,1,0.09,0.58,0.92,0.08,0.05,0,FALSE,0,Not Qualifying
080350139113,1,0.08,0,0.82,0.18,0.22,0,TRUE,0,Qualifying
080350139114,1,0.19,0.44,0.97,0.03,0.06,0.011,FALSE,0,Not Qualifying
080350139115,1,0.28,0,0.93,0.07,0.24,0,FALSE,0,Not Qualifying
080350139121,1,0.64,0,0.65,0.35,0.66,0.167,FALSE,0,Not Qualifying
080350139122,1,0,0,0.94,0.06,0.09,0.005,FALSE,0,Not Qualifying
080350139123,1,0.55,0,0.75,0.25,0.37,0,FALSE,0,Not Qualifying
080350139124,1,0.32,0,0.93,0.07,0.13,0,FALSE,0,Not Qualifying
080350139125,1,0.37,0,0.47,0.53,0.6,0.053,FALSE,0,Not Qualifying
080350139131,1,0.45,0,0.84,0.16,0.36,0.004,FALSE,0,Not Qualifying
080350139132,1,0.78,0,0.92,0.08,0.28,0.012,FALSE,0,Not Qualifying
080350139141,1,0,0.51,0.91,0.09,0.21,0.001,FALSE,0,Not Qualifying
080350139142,1,0,0.66,0.89,0.11,0.04,0,FALSE,0,Not Qualifying
080350139151,1,0.14,0.28,0.92,0.08,0.06,0,FALSE,0,Not Qualifying
080350139152,1,0.43,0,0.61,0.39,0.11,0.034,FALSE,0,Not Qualifying
080350139153,1,0,0.56,0.79,0.21,0.31,0.039,FALSE,0,Not Qualifying
080350140051,1,0.13,0.45,0.94,0.06,0.3,0,FALSE,0,Not Qualifying
080350140052,1,0.39,0.46,0.68,0.32,0.09,0.001,FALSE,0,Not Qualifying
080350140061,1,0,0.28,0.85,0.15,0.17,0,FALSE,0,Not Qualifying
080350140062,1,0.11,0.46,0.91,0.09,0.31,0,FALSE,0,Not Qualifying
080350140063,1,0.17,0.5,0.72,0.28,0.29,0,FALSE,0,Not Qualifying
080350140071,1,0.41,0.88,0.12,0.88,0.8,0.459,TRUE,0,Qualifying
080350140072,1,0.32,0.62,0.86,0.14,0.4,0.001,FALSE,0,Not Qualifying
080350140073,1,0.3,0.8,0.54,0.46,0.58,0.018,TRUE,0,Qualifying
080350140081,1,0.19,0,0.84,0.16,0.1,0.01,FALSE,0,Not Qualifying
080350140082,1,0,0.29,0.87,0.13,0.18,0,FALSE,0,Not Qualifying
080350140083,1,0.14,0.7,0.92,0.08,0.19,0,FALSE,0,Not Qualifying
080350140084,1,0,0.63,0.91,0.09,0.44,0,FALSE,0,Not Qualifying
080350140085,1,0.52,0.4,0.96,0.04,0.41,0.081,FALSE,0,Not Qualifying
080350140086,1,0,0.38,0.92,0.08,0.26,0.065,FALSE,0,Not Qualifying
080350140087,1,0.19,0.37,0.53,0.47,0.34,0.08,FALSE,0,Not Qualifying
080350140091,1,0,0.36,0.89,0.11,0.16,0,FALSE,0,Not Qualifying
080350140092,1,0.13,0.76,0.87,0.13,0.33,0.003,FALSE,0,Not Qualifying
080350140101,1,0.49,0.89,0.46,0.54,0.48,0.034,FALSE,0,Not Qualifying
080350140102,1,0.81,0.4,0.53,0.47,0.44,0.08,TRUE,0,Qualifying
080350140103,1,0.08,0,0.91,0.09,0.06,0,FALSE,0,Not Qualifying
080350140111,1,0.08,0.5,0.98,0.02,0.22,0,FALSE,0,Not Qualifying
080350140112,1,0.5,0.41,0.56,0.44,0.56,0.092,FALSE,0,Not Qualifying
080350140113,1,0.59,0,0.99,0.01,0.53,0,FALSE,0,Not Qualifying
080350140131,1,0,0.32,0.93,0.07,0.06,0,FALSE,0,Not Qualifying
080350140132,1,0.5,0.32,0.99,0.01,0.36,0.001,FALSE,0,Not Qualifying
080350140133,1,0,0.8,0.95,0.05,0.32,0.019,FALSE,0,Not Qualifying
080350140134,1,0.24,0,0.95,0.05,0.11,0,FALSE,0,Not Qualifying
080350140135,1,0.35,0.24,0.84,0.16,0.3,0,FALSE,0,Not Qualifying
080350140136,1,0,0.26,0.91,0.09,0.01,0,FALSE,0,Not Qualifying
080350140141,1,0.08,0.28,0.73,0.27,0.26,0,FALSE,0,Not Qualifying
080350140142,1,0.52,0.75,0.22,0.78,0.67,0.106,FALSE,0,Not Qualifying
080350140143,1,0,0.27,0.79,0.21,0.11,0,FALSE,0,Not Qualifying
080350140151,1,0.69,0.83,0.57,0.43,0.5,0.014,FALSE,0,Not Qualifying
080350140152,1,0.26,0.51,0.23,0.77,0.37,0.055,FALSE,0,Not Qualifying
080350140161,1,0.14,0.23,0.89,0.11,0.21,0,FALSE,0,Not Qualifying
080350140162,1,0.29,0.53,0.95,0.05,0.33,0.013,FALSE,0,Not Qualifying
080350140163,1,0.24,0,0.78,0.22,0.18,0.076,FALSE,0,Not Qualifying
080350140171,1,0.4,0.27,0.74,0.26,0.09,0.003,FALSE,0,Not Qualifying
080350140172,1,0.24,0,0.99,0,0.08,0.004,FALSE,0,Not Qualifying
080350141071,1,0.15,0.23,0.95,0.05,0.3,0,FALSE,0,Not Qualifying
080350141072,1,0.11,0,0.84,0.16,0.03,0,FALSE,0,Not Qualifying
080350141081,1,0.09,0.42,0.89,0.11,0.06,0,FALSE,0,Not Qualifying
080350141082,1,0.14,0.38,0.95,0.05,0.08,0,FALSE,0,Not Qualifying
080350141083,1,0.09,0.54,0.64,0.36,0.37,0,FALSE,0,Not Qualifying
080350141091,1,0.18,0.53,0.87,0.13,0.27,0,FALSE,0,Not Qualifying
080350141092,1,0,0.67,0.96,0.04,0.11,0,FALSE,0,Not Qualifying
080350141101,1,0.53,0,0.19,0.81,0.48,0.065,TRUE,0,Qualifying
080350141102,1,0,0.7,0.94,0.06,0.13,0.001,FALSE,0,Not Qualifying
080350141103,1,0,0,0.9,0.1,0,0,FALSE,0,Not Qualifying
080350141104,1,0.71,0.91,0.28,0.72,0.85,0.724,TRUE,0,Qualifying
080350141121,1,0.27,0.62,0.82,0.18,0.42,0,FALSE,0,Not Qualifying
080350141122,1,0.33,0.57,0.92,0.08,0.27,0,FALSE,0,Not Qualifying
080350141131,1,0.11,0.3,0.88,0.12,0.23,0,FALSE,0,Not Qualifying
080350141132,1,0.22,0.68,0.82,0.18,0.38,0,FALSE,0,Not Qualifying
080350141141,1,0,0.29,0.82,0.18,0.38,0.012,FALSE,0,Not Qualifying
080350141142,1,0.26,0.48,0.63,0.37,0.04,0,FALSE,0,Not Qualifying
080350141151,1,0.34,0.67,0.87,0.13,0.56,0.001,FALSE,0,Not Qualifying
080350141163,1,0.15,0,0.44,0.56,0.45,0.1,FALSE,0,Not Qualifying
080350141164,1,0.45,0.84,0.38,0.62,0.82,0.634,FALSE,0,Qualifying
080350141231,1,0.51,0.47,0.97,0.03,0.33,0,FALSE,0,Not Qualifying
080350141232,1,0.28,0.36,0.15,0.85,0.58,0.036,TRUE,0,Qualifying
080350141241,1,0.12,0.31,0.88,0.12,0.19,0,FALSE,0,Not Qualifying
080350141242,1,0.17,0.45,0.72,0.28,0.18,0,FALSE,0,Not Qualifying
080350141243,1,0.09,0.3,0.89,0.11,0.03,0,FALSE,0,Not Qualifying
080350141251,1,0.17,0.85,0.98,0.02,0.68,0.003,FALSE,0,Not Qualifying
080350141252,1,0.31,0.64,0.62,0.38,0.07,0.002,FALSE,0,Not Qualifying
080350141253,1,0.16,0.34,0.99,0,0.28,0,FALSE,0,Not Qualifying
080350141254,1,0.39,0.84,0.41,0.59,0.67,0.021,FALSE,0,Not Qualifying
080350141271,1,0.11,0.69,0.99,0.01,0.25,0,FALSE,0,Not Qualifying
080350141272,1,0.3,0.89,0.85,0.15,0.42,0.002,FALSE,0,Not Qualifying
080350141273,1,0.4,0.54,0.96,0.04,0.14,0.001,FALSE,0,Not Qualifying
080350141281,1,0.38,0.34,0.76,0.24,0.34,0,FALSE,0,Not Qualifying
080350141282,1,0.5,0.22,0.89,0.11,0.32,0,FALSE,0,Not Qualifying
080350141291,1,0,0.56,0.97,0.03,0.12,0,FALSE,0,Not Qualifying
080350141292,1,0.16,0.42,0.78,0.22,0.11,0,FALSE,0,Not Qualifying
080350141301,1,0,0,0.93,0.07,0.04,0,FALSE,0,Not Qualifying
080350141302,1,0,0.43,0.96,0.04,0.22,0,FALSE,0,Not Qualifying
080350141303,1,0.18,0.72,0.89,0.11,0.66,0.425,FALSE,0,Not Qualifying
080350141304,1,0.26,0.29,0.89,0.11,0.21,0,FALSE,0,Not Qualifying
080350141311,1,0.2,0.78,0.55,0.45,0.45,0.008,FALSE,0,Not Qualifying
080350141312,1,0.27,0,0.48,0.52,0.08,0.008,FALSE,0,Not Qualifying
080350141313,1,0.55,0.86,0.56,0.44,0.23,0,FALSE,0,Not Qualifying
080350141314,1,0.24,0,0.71,0.29,0,0,FALSE,0,Not Qualifying
080350141321,1,0.1,0.93,0.97,0.03,0.35,0,FALSE,0,Not Qualifying
080350141322,1,0.09,0.23,0.93,0.07,0.06,0,FALSE,0,Not Qualifying
080350141323,1,0.26,0.33,0.9,0.1,0.32,0,FALSE,0,Not Qualifying
080350141331,1,0.08,0.46,0.82,0.18,0.1,0,FALSE,0,Not Qualifying
080350141332,1,0.34,0.24,0.92,0.08,0.29,0,FALSE,0,Not Qualifying
080350141333,1,0.23,0,0.99,0.01,0.2,0.01,FALSE,0,Not Qualifying
